,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,7.7048345,7.462643,14.984188,11.022338,0.0,8.6554575,6.0204325,10.015041,0.0,21.434465,1.7944915,8.013013,15.127974,0.0,1.7059208,0.0,5.6632013,0.0,8.279739,5.5927124
1,12.784609,7.4807034,12.154602,5.888906,0.0,10.997366,3.5743632,2.1519778,0.0,17.808525,3.9259248,2.5322425,19.809193,0.0,4.126038,0.0,4.793461,1.1888528,14.276571,0.0
2,13.5145035,13.335851,2.7702389,0.0,13.390456,0.0,5.469704,2.156164,5.4218445,0.0,0.0,10.120635,0.0,5.50104,9.929449,0.0,1.4233471,5.731159,1.0294908,1.1804368
3,7.339672,7.67421,2.169376,0.0,7.9756813,5.7808175,0.0,3.656138,0.92479175,3.3790479,0.0,6.9985657,4.019421,0.0,4.0851593,0.0,0.0,0.19953185,3.0881336,3.3850744
4,9.320674,8.065923,14.556399,11.427281,0.0,9.938639,7.4202228,9.567905,0.0,24.702175,6.79315,4.0217147,11.657522,0.0,0.0,0.0,8.485334,2.1589048,5.028996,5.1417217
5,10.679286,10.400352,8.200732,4.5751953,1.193348,3.6075168,4.265076,5.6086893,0.0,12.745115,0.0,4.7622433,4.5821476,0.0,4.184465,0.0,6.7611485,0.5071619,5.184919,0.0
6,9.953956,15.589421,5.7798057,0.0,12.723194,0.50955975,0.3625006,9.370878,8.3567705,8.10202,4.836603,0.8556911,0.0,1.951334,0.0,0.0,8.18307,6.1427207,0.0,8.233757
7,9.158862,15.062294,7.9260845,3.4307017,1.3260431,5.6814923,2.2012644,8.746745,1.8469605,17.554909,15.352977,0.0,0.0,0.0,0.0,0.0,6.956039,9.649627,0.050936535,10.403653
8,10.313159,15.712617,14.283198,9.462021,0.0,10.454451,6.0797086,2.1183848,0.0,26.928421,24.740137,0.0,8.856284,0.0,0.0,0.0,6.013326,13.57153,3.7008526,9.679068
9,15.484859,18.018877,6.2985444,7.9580307,2.8064122,12.435555,0.0,0.262595,0.0,15.335598,2.1601014,7.7823005,20.437426,0.0,0.82092613,0.0,0.0,0.0,16.52366,0.0
10,18.74705,17.284437,1.2438033,0.0,5.8768005,8.294642,0.0,0.0,0.0,1.9789087,0.0,6.65844,16.201532,6.474578,7.62572,0.0,0.0,3.4263563,12.902674,0.0
11,20.477512,15.781526,5.274571,2.2097318,7.832628,0.38320005,6.506256,0.0,0.0,2.208681,0.0,9.760905,7.7302523,6.2424297,8.433628,0.0,0.0,8.836497,1.891313,0.0
12,12.929254,7.33504,12.327549,11.330588,0.0,1.9569656,15.979932,0.0,0.0,13.038869,4.0361867,4.2615676,12.075327,6.6962624,4.282007,0.0,11.441324,11.650405,7.8188896,0.0
13,4.4670935,7.5320888,14.289764,11.027468,0.0,2.571536,9.928237,13.092031,0.0,20.55515,4.0028734,4.7387366,3.129549,0.0,0.0,0.0,10.939742,1.7015488,2.4658592,6.2685947
14,2.6017773,2.81688,6.8076115,0.47756618,3.8541558,2.1164808,0.48016405,9.419711,3.1927366,8.073981,0.0,0.036089282,0.0,0.0,3.502174,0.0,10.408771,0.0,6.7895856,5.088206
15,6.742028,11.214667,4.1215644,0.0,12.024709,10.464591,0.0,10.067298,4.157354,7.854859,6.4752426,1.7372762,2.094384,4.11731,0.0,0.0,0.0,6.513236,5.8122406,15.061493
16,6.718575,5.7117558,0.0,0.0,1.2770271,13.329919,0.0,0.0,0.015422277,3.5031886,5.786915,2.9309251,6.0774827,4.910213,0.0,0.0,0.0,7.62329,4.5707026,7.085225
17,12.723143,14.9951105,7.6561155,3.7645304,0.0,3.9491415,2.9750094,0.016000338,0.0,12.536977,8.577677,0.35036334,6.9672265,0.21077345,0.0,0.0,0.9049014,5.9361653,6.520283,0.50472355
18,7.328677,8.802194,5.1848855,8.925725,0.0,2.3423138,8.375218,0.0,0.0,7.1839476,2.3806787,5.7250185,7.1952615,0.2860744,0.39475778,0.0,3.0827844,5.3034906,3.191035,0.0
