,ds,y
0,2017-01-03,62.58000183105469
1,2017-01-04,62.29999923706055
2,2017-01-05,62.29999923706055
3,2017-01-06,62.84000015258789
4,2017-01-09,62.63999938964844
5,2017-01-10,62.619998931884766
6,2017-01-11,63.18999862670898
7,2017-01-12,62.61000061035156
8,2017-01-13,62.70000076293945
9,2017-01-17,62.52999877929688
10,2017-01-18,62.5
11,2017-01-19,62.29999923706055
12,2017-01-20,62.7400016784668
13,2017-01-23,62.959999084472656
14,2017-01-24,63.52000045776367
15,2017-01-25,63.68000030517578
16,2017-01-26,64.2699966430664
17,2017-01-27,65.77999877929688
18,2017-01-30,65.12999725341797
19,2017-01-31,64.6500015258789
20,2017-02-01,63.58000183105469
21,2017-02-02,63.16999816894531
22,2017-02-03,63.68000030517578
23,2017-02-06,63.63999938964844
24,2017-02-07,63.43000030517578
25,2017-02-08,63.34000015258789
26,2017-02-09,64.05999755859375
27,2017-02-10,64.0
28,2017-02-13,64.72000122070312
29,2017-02-14,64.56999969482422
30,2017-02-15,64.52999877929688
31,2017-02-16,64.5199966430664
32,2017-02-17,64.62000274658203
33,2017-02-21,64.48999786376953
34,2017-02-22,64.36000061035156
35,2017-02-23,64.62000274658203
36,2017-02-24,64.62000274658203
37,2017-02-27,64.2300033569336
38,2017-02-28,63.97999954223633
39,2017-03-01,64.94000244140625
40,2017-03-02,64.01000213623047
41,2017-03-03,64.25
42,2017-03-06,64.2699966430664
43,2017-03-07,64.4000015258789
44,2017-03-08,64.98999786376953
45,2017-03-09,64.7300033569336
46,2017-03-10,64.93000030517578
47,2017-03-13,64.70999908447266
48,2017-03-14,64.41000366210938
49,2017-03-15,64.75
50,2017-03-16,64.63999938964844
51,2017-03-17,64.87000274658203
52,2017-03-20,64.93000030517578
53,2017-03-21,64.20999908447266
54,2017-03-22,65.02999877929688
55,2017-03-23,64.87000274658203
56,2017-03-24,64.9800033569336
57,2017-03-27,65.0999984741211
58,2017-03-28,65.29000091552734
59,2017-03-29,65.47000122070312
60,2017-03-30,65.70999908447266
61,2017-03-31,65.86000061035156
62,2017-04-03,65.55000305175781
63,2017-04-04,65.7300033569336
64,2017-04-05,65.55999755859375
65,2017-04-06,65.7300033569336
66,2017-04-07,65.68000030517578
67,2017-04-10,65.52999877929688
68,2017-04-11,65.4800033569336
69,2017-04-12,65.2300033569336
70,2017-04-13,64.94999694824219
71,2017-04-17,65.4800033569336
72,2017-04-18,65.38999938964844
73,2017-04-19,65.04000091552734
74,2017-04-20,65.5
75,2017-04-21,66.4000015258789
76,2017-04-24,67.52999877929688
77,2017-04-25,67.91999816894531
78,2017-04-26,67.83000183105469
79,2017-04-27,68.2699966430664
80,2017-04-28,68.45999908447266
81,2017-05-01,69.41000366210938
82,2017-05-02,69.30000305175781
83,2017-05-03,69.08000183105469
84,2017-05-04,68.80999755859375
85,2017-05-05,69.0
86,2017-05-08,68.94000244140625
87,2017-05-09,69.04000091552734
88,2017-05-10,69.30999755859375
89,2017-05-11,68.45999908447266
90,2017-05-12,68.37999725341797
91,2017-05-15,68.43000030517578
92,2017-05-16,69.41000366210938
93,2017-05-17,67.4800033569336
94,2017-05-18,67.70999908447266
95,2017-05-19,67.69000244140625
96,2017-05-22,68.44999694824219
97,2017-05-23,68.68000030517578
98,2017-05-24,68.7699966430664
99,2017-05-25,69.62000274658203
100,2017-05-26,69.95999908447266
101,2017-05-30,70.41000366210938
102,2017-05-31,69.83999633789062
103,2017-06-01,70.0999984741211
104,2017-06-02,71.76000213623047
105,2017-06-05,72.27999877929688
106,2017-06-06,72.5199966430664
107,2017-06-07,72.38999938964844
108,2017-06-08,71.94999694824219
109,2017-06-09,70.31999969482422
110,2017-06-12,69.77999877929688
111,2017-06-13,70.6500015258789
112,2017-06-14,70.2699966430664
113,2017-06-15,69.9000015258789
114,2017-06-16,70.0
115,2017-06-19,70.87000274658203
116,2017-06-20,69.91000366210938
117,2017-06-21,70.2699966430664
118,2017-06-22,70.26000213623047
119,2017-06-23,71.20999908447266
120,2017-06-26,70.52999877929688
121,2017-06-27,69.20999908447266
122,2017-06-28,69.80000305175781
123,2017-06-29,68.48999786376953
124,2017-06-30,68.93000030517578
125,2017-07-03,68.16999816894531
126,2017-07-05,69.08000183105469
127,2017-07-06,68.56999969482422
128,2017-07-07,69.45999908447266
129,2017-07-10,69.9800033569336
130,2017-07-11,69.98999786376953
131,2017-07-12,71.1500015258789
132,2017-07-13,71.7699966430664
133,2017-07-14,72.77999877929688
134,2017-07-17,73.3499984741211
135,2017-07-18,73.30000305175781
136,2017-07-19,73.86000061035156
137,2017-07-20,74.22000122070312
138,2017-07-21,73.79000091552734
139,2017-07-24,73.5999984741211
140,2017-07-25,74.19000244140625
141,2017-07-26,74.05000305175781
142,2017-07-27,73.16000366210938
143,2017-07-28,73.04000091552734
144,2017-07-31,72.69999694824219
145,2017-08-01,72.58000183105469
146,2017-08-02,72.26000213623047
147,2017-08-03,72.1500015258789
148,2017-08-04,72.68000030517578
149,2017-08-07,72.4000015258789
150,2017-08-08,72.79000091552734
151,2017-08-09,72.47000122070312
152,2017-08-10,71.41000366210938
153,2017-08-11,72.5
154,2017-08-14,73.58999633789062
155,2017-08-15,73.22000122070312
156,2017-08-16,73.6500015258789
157,2017-08-17,72.4000015258789
158,2017-08-18,72.48999786376953
159,2017-08-21,72.1500015258789
160,2017-08-22,73.16000366210938
161,2017-08-23,72.72000122070312
162,2017-08-24,72.69000244140625
163,2017-08-25,72.81999969482422
164,2017-08-28,72.83000183105469
165,2017-08-29,73.05000305175781
166,2017-08-30,74.01000213623047
167,2017-08-31,74.7699966430664
168,2017-09-01,73.94000244140625
169,2017-09-05,73.61000061035156
170,2017-09-06,73.4000015258789
171,2017-09-07,74.33999633789062
172,2017-09-08,73.9800033569336
173,2017-09-11,74.76000213623047
174,2017-09-12,74.68000030517578
175,2017-09-13,75.20999908447266
176,2017-09-14,74.7699966430664
177,2017-09-15,75.30999755859375
178,2017-09-18,75.16000366210938
179,2017-09-19,75.44000244140625
180,2017-09-20,74.94000244140625
181,2017-09-21,74.20999908447266
182,2017-09-22,74.41000366210938
183,2017-09-25,73.26000213623047
184,2017-09-26,73.26000213623047
185,2017-09-27,73.8499984741211
186,2017-09-28,73.87000274658203
187,2017-09-29,74.48999786376953
188,2017-10-02,74.61000061035156
189,2017-10-03,74.26000213623047
190,2017-10-04,74.69000244140625
191,2017-10-05,75.97000122070312
192,2017-10-06,76.0
193,2017-10-09,76.29000091552734
194,2017-10-10,76.29000091552734
195,2017-10-11,76.41999816894531
196,2017-10-12,77.12000274658203
197,2017-10-13,77.48999786376953
198,2017-10-16,77.6500015258789
199,2017-10-17,77.58999633789062
200,2017-10-18,77.61000061035156
201,2017-10-19,77.91000366210938
202,2017-10-20,78.80999755859375
203,2017-10-23,78.83000183105469
204,2017-10-24,78.86000061035156
205,2017-10-25,78.62999725341797
206,2017-10-26,78.76000213623047
207,2017-10-27,83.80999755859375
208,2017-10-30,83.88999938964844
209,2017-10-31,83.18000030517578
210,2017-11-01,83.18000030517578
211,2017-11-02,84.05000305175781
212,2017-11-03,84.13999938964844
213,2017-11-06,84.47000122070312
214,2017-11-07,84.2699966430664
215,2017-11-08,84.55999755859375
216,2017-11-09,84.08999633789062
217,2017-11-10,83.87000274658203
218,2017-11-13,83.93000030517578
219,2017-11-14,84.05000305175781
220,2017-11-15,82.9800033569336
221,2017-11-16,83.19999694824219
222,2017-11-17,82.4000015258789
223,2017-11-20,82.52999877929688
224,2017-11-21,83.72000122070312
225,2017-11-22,83.11000061035156
226,2017-11-24,83.26000213623047
227,2017-11-27,83.87000274658203
228,2017-11-28,84.87999725341797
229,2017-11-29,83.33999633789062
230,2017-11-30,84.16999816894531
231,2017-12-01,84.26000213623047
232,2017-12-04,81.08000183105469
233,2017-12-05,81.58999633789062
234,2017-12-06,82.77999877929688
235,2017-12-07,82.48999786376953
236,2017-12-08,84.16000366210938
237,2017-12-11,85.2300033569336
238,2017-12-12,85.58000183105469
239,2017-12-13,85.3499984741211
240,2017-12-14,84.69000244140625
241,2017-12-15,86.8499984741211
242,2017-12-18,86.37999725341797
243,2017-12-19,85.83000183105469
244,2017-12-20,85.5199966430664
245,2017-12-21,85.5
246,2017-12-22,85.51000213623047
247,2017-12-26,85.4000015258789
248,2017-12-27,85.70999908447266
249,2017-12-28,85.72000122070312
250,2017-12-29,85.54000091552734
251,2018-01-02,85.94999694824219
252,2018-01-03,86.3499984741211
253,2018-01-04,87.11000061035156
254,2018-01-05,88.19000244140625
255,2018-01-08,88.27999877929688
256,2018-01-09,88.22000122070312
257,2018-01-10,87.81999969482422
258,2018-01-11,88.08000183105469
259,2018-01-12,89.5999984741211
260,2018-01-16,88.3499984741211
261,2018-01-17,90.13999938964844
262,2018-01-18,90.0999984741211
263,2018-01-19,90.0
264,2018-01-22,91.61000061035156
265,2018-01-23,91.9000015258789
266,2018-01-24,91.81999969482422
267,2018-01-25,92.33000183105467
268,2018-01-26,94.05999755859376
269,2018-01-29,93.91999816894533
270,2018-01-30,92.73999786376952
271,2018-01-31,95.01000213623048
272,2018-02-01,94.26000213623048
273,2018-02-02,91.77999877929688
274,2018-02-05,88.0
275,2018-02-06,91.33000183105467
276,2018-02-07,89.61000061035156
277,2018-02-08,85.01000213623047
278,2018-02-09,88.18000030517578
279,2018-02-12,89.12999725341797
280,2018-02-13,89.83000183105469
281,2018-02-14,90.80999755859376
282,2018-02-15,92.66000366210938
283,2018-02-16,92.0
284,2018-02-20,92.72000122070312
285,2018-02-21,91.48999786376952
286,2018-02-22,91.7300033569336
287,2018-02-23,94.05999755859376
288,2018-02-26,95.41999816894533
289,2018-02-27,94.1999969482422
290,2018-02-28,93.7699966430664
291,2018-03-01,92.8499984741211
292,2018-03-02,93.0500030517578
293,2018-03-05,93.63999938964844
294,2018-03-06,93.31999969482422
295,2018-03-07,93.86000061035156
296,2018-03-08,94.43000030517578
297,2018-03-09,96.54000091552734
298,2018-03-12,96.7699966430664
299,2018-03-13,94.41000366210938
300,2018-03-14,93.8499984741211
301,2018-03-15,94.18000030517578
302,2018-03-16,94.5999984741211
303,2018-03-19,92.88999938964844
304,2018-03-20,93.12999725341795
305,2018-03-21,92.4800033569336
306,2018-03-22,89.79000091552734
307,2018-03-23,87.18000030517578
308,2018-03-26,93.77999877929688
309,2018-03-27,89.47000122070312
310,2018-03-28,89.38999938964844
311,2018-03-29,91.2699966430664
312,2018-04-02,88.5199966430664
313,2018-04-03,89.70999908447266
314,2018-04-04,92.33000183105467
315,2018-04-05,92.37999725341795
316,2018-04-06,90.2300033569336
317,2018-04-09,90.7699966430664
318,2018-04-10,92.87999725341795
319,2018-04-11,91.86000061035156
320,2018-04-12,93.58000183105467
321,2018-04-13,93.08000183105467
322,2018-04-16,94.16999816894533
323,2018-04-17,96.06999969482422
324,2018-04-18,96.44000244140624
325,2018-04-19,96.11000061035156
326,2018-04-20,95.0
327,2018-04-23,95.3499984741211
328,2018-04-24,93.12000274658205
329,2018-04-25,92.30999755859376
330,2018-04-26,94.26000213623048
331,2018-04-27,95.81999969482422
332,2018-04-30,93.5199966430664
333,2018-05-01,95.0
334,2018-05-02,93.51000213623048
335,2018-05-03,94.06999969482422
336,2018-05-04,95.16000366210938
337,2018-05-07,96.22000122070312
338,2018-05-08,95.80999755859376
339,2018-05-09,96.94000244140624
340,2018-05-10,97.91000366210938
341,2018-05-11,97.6999969482422
342,2018-05-14,98.02999877929688
343,2018-05-15,97.31999969482422
344,2018-05-16,97.1500015258789
345,2018-05-17,96.18000030517578
346,2018-05-18,96.36000061035156
347,2018-05-21,97.5999984741211
348,2018-05-22,97.5
349,2018-05-23,98.66000366210938
350,2018-05-24,98.30999755859376
351,2018-05-25,98.36000061035156
352,2018-05-29,98.01000213623048
353,2018-05-30,98.9499969482422
354,2018-05-31,98.83999633789062
355,2018-06-01,100.79000091552734
356,2018-06-04,101.66999816894533
357,2018-06-05,102.19000244140624
358,2018-06-06,102.48999786376952
359,2018-06-07,100.87999725341795
360,2018-06-08,101.62999725341795
361,2018-06-11,101.0500030517578
362,2018-06-12,101.30999755859376
363,2018-06-13,100.8499984741211
364,2018-06-14,101.41999816894533
365,2018-06-15,100.12999725341795
366,2018-06-18,100.86000061035156
367,2018-06-19,100.86000061035156
368,2018-06-20,101.87000274658205
369,2018-06-21,101.13999938964844
370,2018-06-22,100.41000366210938
371,2018-06-25,98.38999938964844
372,2018-06-26,99.08000183105467
373,2018-06-27,97.54000091552734
374,2018-06-28,98.62999725341795
375,2018-06-29,98.61000061035156
376,2018-07-02,100.01000213623048
377,2018-07-03,99.0500030517578
378,2018-07-05,99.76000213623048
379,2018-07-06,101.16000366210938
380,2018-07-09,101.8499984741211
381,2018-07-10,102.12000274658205
382,2018-07-11,101.9800033569336
383,2018-07-12,104.19000244140624
384,2018-07-13,105.43000030517578
385,2018-07-16,104.91000366210938
386,2018-07-17,105.9499969482422
387,2018-07-18,105.12000274658205
388,2018-07-19,104.4000015258789
389,2018-07-20,106.2699966430664
390,2018-07-23,107.97000122070312
391,2018-07-24,107.66000366210938
392,2018-07-25,110.83000183105467
393,2018-07-26,109.62000274658205
394,2018-07-27,107.68000030517578
395,2018-07-30,105.37000274658205
396,2018-07-31,106.08000183105467
397,2018-08-01,106.27999877929688
398,2018-08-02,107.56999969482422
399,2018-08-03,108.04000091552734
400,2018-08-06,108.12999725341795
401,2018-08-07,108.87999725341795
402,2018-08-08,109.48999786376952
403,2018-08-09,109.66999816894533
404,2018-08-10,109.0
405,2018-08-13,108.20999908447266
406,2018-08-14,109.55999755859376
407,2018-08-15,107.66000366210938
408,2018-08-16,107.63999938964844
409,2018-08-17,107.58000183105467
410,2018-08-20,106.87000274658205
411,2018-08-21,105.9800033569336
412,2018-08-22,107.05999755859376
413,2018-08-23,107.55999755859376
414,2018-08-24,108.4000015258789
415,2018-08-27,109.5999984741211
416,2018-08-28,110.26000213623048
417,2018-08-29,112.0199966430664
418,2018-08-30,111.9499969482422
419,2018-08-31,112.33000183105467
420,2018-09-04,111.70999908447266
421,2018-09-05,108.48999786376952
422,2018-09-06,108.73999786376952
423,2018-09-07,108.20999908447266
424,2018-09-10,109.37999725341795
425,2018-09-11,111.23999786376952
426,2018-09-12,111.70999908447266
427,2018-09-13,112.91000366210938
428,2018-09-14,113.37000274658205
429,2018-09-17,112.13999938964844
430,2018-09-18,113.20999908447266
431,2018-09-19,111.6999969482422
432,2018-09-20,113.56999969482422
433,2018-09-21,114.26000213623048
434,2018-09-24,114.66999816894533
435,2018-09-25,114.4499969482422
436,2018-09-26,113.9800033569336
437,2018-09-27,114.41000366210938
438,2018-09-28,114.37000274658205
439,2018-10-01,115.61000061035156
440,2018-10-02,115.1500015258789
441,2018-10-03,115.16999816894533
442,2018-10-04,112.79000091552734
443,2018-10-05,112.12999725341795
444,2018-10-08,110.8499984741211
445,2018-10-09,112.26000213623048
446,2018-10-10,106.16000366210938
447,2018-10-11,105.91000366210938
448,2018-10-12,109.56999969482422
449,2018-10-15,107.5999984741211
450,2018-10-16,111.0
451,2018-10-17,110.70999908447266
452,2018-10-18,108.5
453,2018-10-19,108.66000366210938
454,2018-10-22,109.62999725341795
455,2018-10-23,108.0999984741211
456,2018-10-24,102.31999969482422
457,2018-10-25,108.3000030517578
458,2018-10-26,106.95999908447266
459,2018-10-29,103.8499984741211
460,2018-10-30,103.7300033569336
461,2018-10-31,106.80999755859376
462,2018-11-01,105.91999816894533
463,2018-11-02,106.16000366210938
464,2018-11-05,107.51000213623048
465,2018-11-06,107.72000122070312
466,2018-11-07,111.95999908447266
467,2018-11-08,111.75
468,2018-11-09,109.56999969482422
469,2018-11-12,106.87000274658205
470,2018-11-13,106.94000244140624
471,2018-11-14,104.97000122070312
472,2018-11-15,107.27999877929688
473,2018-11-16,108.29000091552734
474,2018-11-19,104.62000274658205
475,2018-11-20,101.70999908447266
476,2018-11-21,103.11000061035156
477,2018-11-23,103.06999969482422
478,2018-11-26,106.47000122070312
479,2018-11-27,107.13999938964844
480,2018-11-28,111.12000274658205
481,2018-11-29,110.19000244140624
482,2018-11-30,110.88999938964844
483,2018-12-03,112.08999633789062
484,2018-12-04,108.5199966430664
485,2018-12-06,109.19000244140624
486,2018-12-07,104.81999969482422
487,2018-12-10,107.58999633789062
488,2018-12-11,108.58999633789062
489,2018-12-12,109.08000183105467
490,2018-12-13,109.4499969482422
491,2018-12-14,106.02999877929688
492,2018-12-17,102.88999938964844
493,2018-12-18,103.97000122070312
494,2018-12-19,103.69000244140624
495,2018-12-20,101.51000213623048
496,2018-12-21,98.2300033569336
497,2018-12-24,94.12999725341795
498,2018-12-26,100.55999755859376
499,2018-12-27,101.18000030517578
500,2018-12-28,100.38999938964844
501,2018-12-31,101.56999969482422
502,2019-01-02,101.12000274658205
503,2019-01-03,97.4000015258789
504,2019-01-04,101.93000030517578
505,2019-01-07,102.05999755859376
506,2019-01-08,102.8000030517578
507,2019-01-09,104.2699966430664
508,2019-01-10,103.5999984741211
509,2019-01-11,102.8000030517578
510,2019-01-14,102.0500030517578
511,2019-01-15,105.01000213623048
512,2019-01-16,105.37999725341795
513,2019-01-17,106.12000274658205
514,2019-01-18,107.70999908447266
515,2019-01-22,105.68000030517578
516,2019-01-23,106.70999908447266
517,2019-01-24,106.1999969482422
518,2019-01-25,107.16999816894533
519,2019-01-28,105.08000183105467
520,2019-01-29,102.94000244140624
521,2019-01-30,106.37999725341795
522,2019-01-31,104.43000030517578
523,2019-02-01,102.77999877929688
524,2019-02-04,105.73999786376952
525,2019-02-05,107.22000122070312
526,2019-02-06,106.02999877929688
527,2019-02-07,105.2699966430664
528,2019-02-08,105.66999816894533
529,2019-02-11,105.25
530,2019-02-12,106.88999938964844
531,2019-02-13,106.80999755859376
532,2019-02-14,106.9000015258789
533,2019-02-15,108.22000122070312
534,2019-02-19,108.16999816894533
535,2019-02-20,107.1500015258789
536,2019-02-21,109.41000366210938
537,2019-02-22,110.97000122070312
538,2019-02-25,111.58999633789062
539,2019-02-26,112.36000061035156
540,2019-02-27,112.16999816894533
541,2019-02-28,112.02999877929688
542,2019-03-01,112.52999877929688
543,2019-03-04,112.26000213623048
544,2019-03-05,111.6999969482422
545,2019-03-06,111.75
546,2019-03-07,110.38999938964844
547,2019-03-08,110.51000213623048
548,2019-03-11,112.83000183105467
549,2019-03-12,113.62000274658205
550,2019-03-13,114.5
551,2019-03-14,114.58999633789062
552,2019-03-15,115.91000366210938
553,2019-03-18,117.56999969482422
554,2019-03-19,117.6500015258789
555,2019-03-20,117.5199966430664
556,2019-03-21,120.22000122070312
557,2019-03-22,117.0500030517578
