,ds,y
558,2019-03-25,117.66000366210938
559,2019-03-26,117.91000366210938
560,2019-03-27,116.7699966430664
561,2019-03-28,116.93000030517578
562,2019-03-29,117.94000244140624
563,2019-04-01,119.0199966430664
564,2019-04-02,119.19000244140624
565,2019-04-03,119.97000122070312
566,2019-04-04,119.36000061035156
567,2019-04-05,119.88999938964844
568,2019-04-08,119.93000030517578
569,2019-04-09,119.27999877929688
570,2019-04-10,120.19000244140624
571,2019-04-11,120.33000183105467
572,2019-04-12,120.9499969482422
573,2019-04-15,121.0500030517578
574,2019-04-16,120.7699966430664
575,2019-04-17,121.7699966430664
576,2019-04-18,123.37000274658205
577,2019-04-22,123.76000213623048
578,2019-04-23,125.44000244140624
579,2019-04-24,125.01000213623048
580,2019-04-25,129.14999389648438
581,2019-04-26,129.88999938964844
582,2019-04-29,129.77000427246094
583,2019-04-30,130.60000610351562
584,2019-05-01,127.87999725341795
585,2019-05-02,126.20999908447266
586,2019-05-03,128.89999389648438
587,2019-05-06,128.14999389648438
588,2019-05-07,125.5199966430664
589,2019-05-08,125.51000213623048
590,2019-05-09,125.5
591,2019-05-10,127.12999725341795
592,2019-05-13,123.3499984741211
593,2019-05-14,124.7300033569336
594,2019-05-15,126.0199966430664
595,2019-05-16,128.92999267578125
596,2019-05-17,128.07000732421875
597,2019-05-20,126.22000122070312
598,2019-05-21,126.9000015258789
599,2019-05-22,127.66999816894533
600,2019-05-23,126.18000030517578
601,2019-05-24,126.23999786376952
602,2019-05-28,126.16000366210938
603,2019-05-29,124.94000244140624
604,2019-05-30,125.7300033569336
605,2019-05-31,123.68000030517578
606,2019-06-03,119.83999633789062
607,2019-06-04,123.16000366210938
608,2019-06-05,125.83000183105467
609,2019-06-06,127.81999969482422
610,2019-06-07,131.39999389648438
611,2019-06-10,132.60000610351562
612,2019-06-11,132.10000610351562
613,2019-06-12,131.49000549316406
614,2019-06-13,132.32000732421875
615,2019-06-14,132.4499969482422
616,2019-06-17,132.85000610351562
617,2019-06-18,135.16000366210938
618,2019-06-19,135.69000244140625
619,2019-06-20,136.9499969482422
620,2019-06-21,136.97000122070312
621,2019-06-24,137.77999877929688
622,2019-06-25,133.42999267578125
623,2019-06-26,133.92999267578125
624,2019-06-27,134.14999389648438
625,2019-06-28,133.9600067138672
626,2019-07-01,135.67999267578125
627,2019-07-02,136.5800018310547
628,2019-07-03,137.4600067138672
629,2019-07-05,137.05999755859375
630,2019-07-08,136.9600067138672
631,2019-07-09,136.4600067138672
632,2019-07-10,137.85000610351562
633,2019-07-11,138.39999389648438
634,2019-07-12,138.89999389648438
635,2019-07-15,138.89999389648438
636,2019-07-16,137.0800018310547
637,2019-07-17,136.27000427246094
638,2019-07-18,136.4199981689453
639,2019-07-19,136.6199951171875
640,2019-07-22,138.42999267578125
641,2019-07-23,139.2899932861328
642,2019-07-24,140.72000122070312
643,2019-07-25,140.19000244140625
644,2019-07-26,141.33999633789062
645,2019-07-29,141.02999877929688
646,2019-07-30,140.35000610351562
647,2019-07-31,136.27000427246094
648,2019-08-01,138.05999755859375
649,2019-08-02,136.89999389648438
650,2019-08-05,132.2100067138672
651,2019-08-06,134.69000244140625
652,2019-08-07,135.27999877929688
653,2019-08-08,138.88999938964844
654,2019-08-09,137.7100067138672
655,2019-08-12,135.7899932861328
656,2019-08-13,138.60000610351562
657,2019-08-14,133.97999572753906
658,2019-08-15,133.67999267578125
659,2019-08-16,136.1300048828125
660,2019-08-19,138.41000366210938
661,2019-08-20,137.25999450683594
662,2019-08-21,138.7899932861328
663,2019-08-22,137.77999877929688
664,2019-08-23,133.38999938964844
665,2019-08-26,135.4499969482422
666,2019-08-27,135.74000549316406
667,2019-08-28,135.55999755859375
668,2019-08-29,138.1199951171875
669,2019-08-30,137.86000061035156
670,2019-09-03,136.0399932861328
671,2019-09-04,137.6300048828125
672,2019-09-05,140.0500030517578
673,2019-09-06,139.10000610351562
674,2019-09-09,137.52000427246094
675,2019-09-10,136.0800018310547
676,2019-09-11,136.1199951171875
677,2019-09-12,137.52000427246094
678,2019-09-13,137.32000732421875
679,2019-09-16,136.3300018310547
680,2019-09-17,137.38999938964844
681,2019-09-18,138.52000427246094
682,2019-09-19,141.07000732421875
683,2019-09-20,139.44000244140625
684,2019-09-23,139.13999938964844
685,2019-09-24,137.3800048828125
686,2019-09-25,139.36000061035156
687,2019-09-26,139.5399932861328
688,2019-09-27,137.72999572753906
689,2019-09-30,139.02999877929688
690,2019-10-01,137.07000732421875
691,2019-10-02,134.64999389648438
692,2019-10-03,136.27999877929688
693,2019-10-04,138.1199951171875
694,2019-10-07,137.1199951171875
695,2019-10-08,135.6699981689453
696,2019-10-09,138.24000549316406
697,2019-10-10,139.10000610351562
698,2019-10-11,139.67999267578125
699,2019-10-14,139.5500030517578
700,2019-10-15,141.57000732421875
701,2019-10-16,140.41000366210938
702,2019-10-17,139.69000244140625
703,2019-10-18,137.41000366210938
704,2019-10-21,138.42999267578125
705,2019-10-22,136.3699951171875
706,2019-10-23,137.24000549316406
707,2019-10-24,139.94000244140625
708,2019-10-25,140.72999572753906
709,2019-10-28,144.19000244140625
710,2019-10-29,142.8300018310547
711,2019-10-30,144.61000061035156
712,2019-10-31,143.3699951171875
713,2019-11-01,143.72000122070312
714,2019-11-04,144.5500030517578
715,2019-11-05,144.4600067138672
716,2019-11-06,144.05999755859375
717,2019-11-07,144.25999450683594
718,2019-11-08,145.9600067138672
719,2019-11-11,146.11000061035156
720,2019-11-12,147.07000732421875
721,2019-11-13,147.30999755859375
722,2019-11-14,148.05999755859375
723,2019-11-15,149.97000122070312
724,2019-11-18,150.33999633789062
725,2019-11-19,150.38999938964844
726,2019-11-20,149.6199951171875
727,2019-11-21,149.47999572753906
728,2019-11-22,149.58999633789062
729,2019-11-25,151.22999572753906
730,2019-11-26,152.02999877929688
731,2019-11-27,152.32000732421875
732,2019-11-29,151.3800048828125
733,2019-12-02,149.5500030517578
734,2019-12-03,149.30999755859375
735,2019-12-04,149.85000610351562
736,2019-12-05,149.92999267578125
737,2019-12-06,151.75
738,2019-12-09,151.36000061035156
739,2019-12-10,151.1300048828125
740,2019-12-11,151.6999969482422
741,2019-12-12,153.24000549316406
742,2019-12-13,154.52999877929688
743,2019-12-16,155.52999877929688
744,2019-12-17,154.69000244140625
745,2019-12-18,154.3699951171875
746,2019-12-19,155.7100067138672
747,2019-12-20,157.41000366210938
748,2019-12-23,157.41000366210938
749,2019-12-24,157.3800048828125
750,2019-12-26,158.6699981689453
751,2019-12-27,158.9600067138672
752,2019-12-30,157.58999633789062
753,2019-12-31,157.6999969482422
754,2020-01-02,160.6199951171875
755,2020-01-03,158.6199951171875
756,2020-01-06,159.02999877929688
757,2020-01-07,157.5800018310547
758,2020-01-08,160.08999633789062
759,2020-01-09,162.08999633789062
760,2020-01-10,161.33999633789062
761,2020-01-13,163.27999877929688
762,2020-01-14,162.1300048828125
763,2020-01-15,163.17999267578125
764,2020-01-16,166.1699981689453
765,2020-01-17,167.10000610351562
766,2020-01-21,166.5
767,2020-01-22,165.6999969482422
768,2020-01-23,166.72000122070312
769,2020-01-24,165.0399932861328
770,2020-01-27,162.27999877929688
771,2020-01-28,165.4600067138672
772,2020-01-29,168.0399932861328
773,2020-01-30,172.77999877929688
774,2020-01-31,170.22999572753906
775,2020-02-03,174.3800048828125
776,2020-02-04,180.1199951171875
777,2020-02-05,179.89999389648438
778,2020-02-06,183.6300048828125
779,2020-02-07,183.88999938964844
780,2020-02-10,188.6999969482422
781,2020-02-11,184.44000244140625
782,2020-02-12,184.7100067138672
783,2020-02-13,183.7100067138672
784,2020-02-14,185.3500061035156
785,2020-02-18,187.22999572753903
786,2020-02-19,187.27999877929688
787,2020-02-20,184.4199981689453
788,2020-02-21,178.58999633789062
789,2020-02-24,170.88999938964844
790,2020-02-25,168.07000732421875
791,2020-02-26,170.1699981689453
792,2020-02-27,158.17999267578125
793,2020-02-28,162.00999450683594
794,2020-03-02,172.7899932861328
795,2020-03-03,164.50999450683594
796,2020-03-04,170.5500030517578
797,2020-03-05,166.27000427246094
798,2020-03-06,161.57000732421875
799,2020-03-09,150.6199951171875
800,2020-03-10,160.9199981689453
801,2020-03-11,153.6300048828125
802,2020-03-12,139.05999755859375
803,2020-03-13,158.8300018310547
804,2020-03-16,135.4199981689453
805,2020-03-17,146.57000732421875
806,2020-03-18,140.39999389648438
807,2020-03-19,142.7100067138672
808,2020-03-20,137.35000610351562
809,2020-03-23,135.97999572753906
810,2020-03-24,148.33999633789062
811,2020-03-25,146.9199981689453
812,2020-03-26,156.11000061035156
813,2020-03-27,149.6999969482422
814,2020-03-30,160.22999572753906
815,2020-03-31,157.7100067138672
816,2020-04-01,152.11000061035156
817,2020-04-02,155.25999450683594
818,2020-04-03,153.8300018310547
819,2020-04-06,165.27000427246094
820,2020-04-07,163.49000549316406
821,2020-04-08,165.1300048828125
822,2020-04-09,165.13999938964844
823,2020-04-13,165.50999450683594
824,2020-04-14,173.6999969482422
825,2020-04-15,171.8800048828125
826,2020-04-16,177.0399932861328
827,2020-04-17,178.60000610351562
